time,orderId,event,publishTimeTaken,relayDelay
1570624903781,LTFGQKVRR2R7,PATCH,2500,151667
1570624986053,LT4ANEEWX76WS,PATCH,601,17097
1570624902972,LTFGQMUC9DLD,PATCH,1972,156242
1570625056192,LT4ANEB3L2OSU,PATCH,88,117
1570624999375,LTFGQM96RSSE,UPDATE,104,194
1570624971519,LTFGQN4AYQQS,CREATE,302,68422
1570625000272,LTFGQN3R03RD,PATCH,92,158
1570625058816,LT4ANEFWS0KAC,CREATE,81,130
1570624971561,LTFGQMTLI391,PATCH,341,68016
1570624988032,LTFGQMY51Y6H,PATCH,175,3893
1570624962755,LTFGQLBCG7MG,UPDATE,523,92775
1570624962983,LTFGQN3NY6BC,CREATE,928,98548
1570624963143,LTFGQMZLRCN9,PATCH,1065,95474
1570624988056,LTFGQMV8T63Q,PATCH,166,9198
1570625031152,LTFGQN5IUMAB,PATCH,108,201
1570625031130,LTFGQN6C8Z4S,UPDATE,88,196
1570625032958,LTFGQN55QJG8,PATCH,156,219
1570625031158,LTFGQMW3QPPE,UPDATE,110,145
1570624988385,LTFGQN0FC1EP,UPDATE,295,1977
1570625031283,LTFGQML8MYZS,PATCH,110,148
1570625032891,LTFGQJZXSRZY,UPDATE,98,191
1570624988230,LTFGQN30W1BA,PATCH,150,2395
1570624988805,LT4ANEF53COC4,PATCH,135,217
1570624988571,LTFGQN16DFPT,PATCH,460,809
1570625034876,LT16YHZUURE88W,UPDATE,73,138
1570625035004,LTFGQMS3BK9E,PATCH,119,189
1570624964726,LTFGQMW8OXCA,PATCH,925,94804
1570625036050,LT4ANEFT0ETYK,CREATE,49,134
1570625035689,LT4ANEDB5UMC6,PATCH,62,152
1570624904107,LTFGQMTSGWE7,PATCH,196,153496
1570624979850,LTFGQMR2WPRJ,PATCH,294,44673
1570624975229,LT4ANEAQENTU2,PATCH,349,54585
1570624975358,LT4ANEBIX4SUM,PATCH,473,54342
1570624975458,LTFGQMUC9DLD,PATCH,743,58723
1570624957455,LTFGQCTZ1AGJ,PATCH,1188,119063
1570624982760,LTFGQN50677R,CREATE,463,37325
1570624982760,LT16YI0A983FB4,CREATE,216,29621
1570624957500,LTFGQMKSTICF,PATCH,1128,114908
1570624982859,LTFGQMR0OBM0,UPDATE,518,36022
1570624958233,LTFGQCZOD5E2,PATCH,1886,118601
1570624983005,LTFGQLI5ISJG,PATCH,640,36032
1570624958430,LT4ANED2GRN24,PATCH,2062,117360
1570624983244,LT4ANEFELVKCG,CREATE,831,34425
1570624983672,LTFGQMP1KMCU,PATCH,618,35227
1570624958184,LTFGQM7U64I8,UPDATE,1845,119097
1570624983216,LT16YHZQZ9OS80,PATCH,830,34982
1570624975262,LTFGQN0444AW,PATCH,599,59435
1570624975381,LTFGQN1W11O7,PATCH,665,58538
1570624975754,LTFGQN2COYT0,PATCH,999,58163
1570624975338,LTFGQMWUPEFJ,PATCH,471,54908
1570624959027,LTFGQL6HG4IW,PATCH,646,116776
1570624959351,LTFGQMTNVZNN,PATCH,1522,119655
1570624984002,LTFGQMTL1WPU,PATCH,240,29095
1570624959540,LTFGQMI88S4T,PATCH,65,117839
1570624984196,LTFGQN55TGDV,CREATE,432,29282
1570624984281,LTFGQMVGEGWI,PATCH,491,27946
1570624984875,LTFGQN0EDO8R,PATCH,984,22404
1570624985133,LTFGQN44OSB9,UPDATE,1050,28060
1570624985207,LT4ANCWHPRYDG,UPDATE,956,28057
1570624984615,LTFGQMQ146G0,PATCH,755,25313
1570624979906,LTFGQN20KJ0W,PATCH,622,49704
1570624979928,LT4AN3NIEZ7EE,PATCH,573,48776
1570624979926,LT4ANEAIGYZO2,PATCH,660,50010
1570624979928,LT4ANE3I454US,PATCH,617,49681
1570624980072,LTFGQN2TF62S,PATCH,624,47142
1570624980375,LT4ANEDBVSXGG,PATCH,859,46103
1570624986208,LT4ANEFI162NW,CREATE,747,16684
1570624986566,LT4ANEBTBDEP2,PATCH,767,19303
1570624986472,LTFGQN38U8FT,UPDATE,961,14881
1570624986445,LT4ANEBEVF4O2,PATCH,764,12336
1570624905095,LT4ANEEIW6P7W,CREATE,817,148042
1570624986187,LT4ANEFI1FZ50,CREATE,724,16618
1570624986262,LTFGQMJ1CUG1,PATCH,789,16628
1570624986300,LTFGQN5F0CUF,CREATE,820,15950
1570624986392,LT4ANE3NRKIRW,PATCH,894,15214
1570624986591,LTFGQN5DB8BO,UPDATE,699,12751
1570625030035,LTFGQN6EGZX0,CREATE,94,122
1570624986739,LTFGQMJ1CUG1,PATCH,76,12802
1570625029700,LT4ANE6H1P9EK,PATCH,53,88
1570624987034,LT4ANDQQ6KZMO,PATCH,123,2120
1570624987104,LT4ANE3NRKIRW,PATCH,304,10783
1570625030163,LTFGQMSOM6G5,PATCH,65,110
1570625030095,LTFGQMSW78VC,PATCH,55,151
1570624987651,LTFGQN5KUEOY,CREATE,780,7498
1570624987733,LTFGQMYKMFHV,PATCH,849,6838
1570625030275,LTFGQMR9JDQO,PATCH,46,108
1570624987380,LTFGQN1GDZ1S,PATCH,545,8514
1570624987495,LT4ANEBEVF4O2,PATCH,646,8033
1570624987366,LTFGQN5K0V2N,CREATE,543,8588
1570624986977,LT16YI02WM740W,PATCH,79,4616
1570624986977,LTFGQKIVYP0V,PATCH,77,4041
1570624987737,LTFGQN3HL9ZB,PATCH,862,6937
1570624987530,LTFGQMTL1WPU,PATCH,669,7773
1570624987032,LTFGQN3QEHXL,PATCH,122,2351
1570624962658,LTFGQM7SJUV7,PATCH,670,103575
1570624962641,LT4ANE6GZ1044,PATCH,651,103109
1570624962658,LT4ANE9ZYXZOE,PATCH,667,102827
1570624987165,LTFGQMRB8LJJ,PATCH,362,10565
1570625001246,LTFGQN454QFF,PATCH,82,337
1570625059434,LTFGQMSW78VC,PATCH,50,180
1570625060589,LTFGQN6LMP4J,PATCH,59,216
1570625061513,LTFGQMRNOJNC,PATCH,85,139
1570624954307,LT4ANEB8L9U98,UPDATE,1069,130138
1570624954307,LTFGQN2Z7SZZ,CREATE,1125,131415
1570624955002,LTFGQMO6LBOP,PATCH,1397,121975
1570624955038,LTFGQN351MOL,CREATE,1463,122355
1570624955038,LT4ANECYDIABQ,PATCH,1816,130966
1570624955236,LTFGQMVTAZ3F,PATCH,1915,130251
1570624955002,LT4ANEBKJD5XK,PATCH,1746,130573
1570624955324,LTFGQMKHWUJF,PATCH,1961,129312
1570624982711,LTFGQN0XMES7,PATCH,432,37844
1570624955930,LTFGQMWRY8FS,PATCH,109,126407
1570624956026,LTFGQMWRY8FS,PATCH,96,125093
1570624982742,LTFGQMWPXLZV,PATCH,453,37354
1570624957282,LTFGQMI88S4T,PATCH,1071,120551
1570624957282,LT4ANEEVX0GAU,CREATE,1130,121483
1570624957282,LT4ANEE54KXZG,PATCH,1064,120429
1570624971736,LTFGQMWTZAK4,PATCH,606,76352
1570624971777,LTFGQN11DPD7,PATCH,643,75063
1570624971954,LTFGQN1MGBB3,PATCH,801,73159
1570625003555,LT16YHOO9W9QTC,UPDATE,120,232
1570624972234,LTFGQMM2KYOG,PATCH,1048,70395
1570625005434,LT4ANEFNXX9BC,CREATE,71,167
1570625001640,LTFGQMYE5NA7,PATCH,71,151
1570625005789,LTFGQN3S8Q70,PATCH,63,113
1570625003518,LT4ANEBEVF4O2,PATCH,84,203
1570624903633,LTFGQLS8WMVP,PATCH,2507,153151
1570624903952,LTFGQMZBA9MC,UPDATE,171,149147
1570624903320,LTFGQN1VP9GC,CREATE,1827,146798
1570624903591,LTFGQMN9UQ6Z,PATCH,2478,153763
1570624903783,LTFGQM6SG0ST,UPDATE,2499,151139
1570624902908,LTFGQMUTNM4E,UPDATE,1874,154924
1570624903864,LTFGQME8PLKN,UPDATE,2578,151072
1570624905096,LTFGQN05782A,UPDATE,829,148081
1570624976519,LTFGQN2J3T21,PATCH,776,56831
1570624976401,LT4ANEEKAEOYI,PATCH,1009,58816
1570624976519,LTFGQMZXV3DF,PATCH,1712,57642
1570624976607,LTFGQMSXKQMV,PATCH,696,56658
1570624981130,LTFGQMXJGGSL,PATCH,269,44684
1570624962963,LTFGQMG31OO3,PATCH,910,98544
1570624987985,LTFGQMTL1WPU,PATCH,455,7088
1570624963015,LTFGQMW8OXCA,PATCH,988,100117
1570624963029,LT4ANEBS7211Y,PATCH,956,96297
1570624981284,LTFGQMZUUO45,PATCH,415,44160
1570624981308,LTFGQN4VBRDS,CREATE,436,43996
1570624981245,LT4ANE3I454US,PATCH,375,43994
1570624962755,LTFGQMN6FP0A,PATCH,525,92937
1570624962983,LTFGQMKSTICF,PATCH,924,96820
1570624987990,LTFGQMUNFLCS,UPDATE,411,5898
1570624981363,LTFGQMK6I8VJ,PATCH,483,43406
1570624988015,LTFGQN3HXY9R,PATCH,239,3868
1570624988301,LT16YI0BRT7DPC,CREATE,216,2152
1570625031288,LT4ANEFS7SWU8,CREATE,116,184
1570625031035,LTFGQN6F0NT4,CREATE,68,202
1570624988166,LTFGQN2G6JI7,PATCH,90,2662
1570625031296,LTFGQM1RAX11,PATCH,120,160
1570625033048,LT4ANEAKI64UK,UPDATE,83,267
1570624988485,LT16YI02WM740W,PATCH,384,1623
1570624963756,LTFGQHKLLBT0,PATCH,773,96043
1570624964320,LT4ANECH1WNKS,PATCH,2193,96311
1570624963801,LTFGQMW8OXCA,PATCH,786,98359
1570625034867,LTFGQME8PLKN,UPDATE,72,204
1570624964726,LTFGQN3QEHXL,CREATE,2582,96171
1570624965725,LT16YI04QBPAGW,PATCH,775,93513
1570624965584,LTFGQN3XE9X2,CREATE,439,85283
1570624966193,LTFGQMQ146G0,PATCH,1174,92505
1570624965694,LTFGQMY6TQQ4,PATCH,529,84607
1570624965886,LTFGQMR5O7NF,PATCH,903,93522
1570624960162,LT4ANEEZO9W82,CREATE,421,101644
1570624985681,LT4ANEBEVF4O2,PATCH,271,20164
1570625024632,LTFGQH3URY6R,PATCH,62,226
1570624960138,LT4ANEC5W0C0S,PATCH,577,114863
1570624960219,LTFGQMZXCUQP,PATCH,644,112224
1570625024375,LTFGQN6B2RDT,CREATE,114,162
1570624960187,LTFGQM9KSMVV,PATCH,449,102202
1570624960077,LTFGQMKXC1OJ,PATCH,518,116072
1570624985737,LT4ANECG6ERUE,PATCH,194,12533
1570624962982,LTFGQMO6LBOP,PATCH,912,96418
1570624962833,LTFGQN3N5BW7,CREATE,792,99744
1570624987854,LTFGQN0FC1EP,UPDATE,822,7919
1570624962896,LTFGQMX4FUOC,PATCH,844,98885
1570625030950,LT4ANEB1YO72A,PATCH,106,156
1570625031152,LTFGQN6F44D1,CREATE,106,159
1570625033011,LTFGQN6G5T2D,CREATE,48,243
1570624963418,LT4ANE6GZ1044,PATCH,777,103441
1570625063015,LTFGQMYMJA7F,PATCH,159,274
1570625062485,LTFGQN12316A,PATCH,44,116
1570624972613,LT4ANEF6YQR3C,CREATE,1401,70011
1570624972539,LTFGQMSXKQMV,PATCH,1351,70519
1570624972855,LT4ANEBEVF4O2,PATCH,217,68299
1570625067022,LT4ANEFAK2EVM,PATCH,45,175
1570625065631,LTFGQN2QNLCZ,PATCH,64,159
1570625008118,LTFGQN5UN3UG,PATCH,119,209
1570625007975,LTFGQN5Y7W06,PATCH,92,394
1570625008205,LTFGQN5DQ4QL,PATCH,69,242
1570624904142,LTFGQMYOC9PU,PATCH,219,151499
1570624963756,LTFGQM91CWYQ,PATCH,911,98007
1570624989083,LTFGQN0XMES7,PATCH,66,170
1570625035515,LT4ANEE2157WW,PATCH,78,273
1570624975358,LTFGQMM2KYOG,PATCH,472,54113
1570624975743,LTFGQMD7YXA2,PATCH,978,57626
1570624977021,LT16YI014XFNKW,UPDATE,224,49089
1570624977300,LTFGQN0J2X0R,PATCH,462,48510
1570624977261,LT4ANEF81PIBO,PATCH,421,48198
1570624977300,LTFGQIKTGAHE,PATCH,576,54606
1570624977148,LT4ANEDGOT94E,UPDATE,348,49135
1570624977306,LT4ANEDEFHZSM,PATCH,457,47552
1570624977330,LT4ANECJXDSH8,PATCH,604,54569
1570624981793,LTFGQMP1KMCU,PATCH,882,42122
1570624966567,LTFGQMUC9DLD,PATCH,680,87765
1570624981810,LTFGQMPQRJF3,PATCH,898,42111
1570624977097,LT4ANEDRSNKM8,PATCH,299,49164
1570624977098,LTFGQM1DQP1V,UPDATE,299,49106
1570624982038,LT4ANE3I454US,PATCH,793,42655
1570624982194,LT4ANE3I454US,PATCH,156,39322
1570624977306,LT4ANEFBFPRGM,CREATE,460,47665
1570624977350,LTFGQN2O1IQR,PATCH,500,47575
1570624977352,LTFGQMFCAXBG,PATCH,624,54562
1570624977607,LTFGQMT7BJTU,PATCH,873,54192
1570624977690,LTFGQLILHWIY,UPDATE,943,53523
1570625008250,LTFGQN3S8Q70,PATCH,111,266
1570624972940,LTFGQN4HXOMW,CREATE,176,58137
1570625009472,LTFGQMP32IZN,PATCH,80,215
1570624973784,LTFGQMKXC1OJ,PATCH,1043,62654
1570624973570,LT4ANEF81PIBO,CREATE,843,64421
1570625070703,LT4ANEEIIIMPW,PATCH,94,238
1570625070811,LTFGQN4QWTGT,UPDATE,45,61
1570624974281,LTFGQN1SD6AH,PATCH,1537,62820
1570625071083,LTFGQN4WRG65,PATCH,76,112
1570625009590,LTFGQMSAPCXE,PATCH,83,141
1570625011012,LT16YI0AAC7T28,PATCH,62,180
1570624985762,LTFGQN478BZC,UPDATE,340,19973
1570624985737,LTFGQN5H5I1K,CREATE,193,11786
1570625009767,LT4ANEFON9FBW,CREATE,144,255
1570625072009,LT4ANEEYYKE8K,PATCH,69,169
1570625026953,LTFGQN4YCPTN,PATCH,61,150
1570625072161,LTFGQN5OCCU5,PATCH,99,195
1570625026694,LTFGQN5JSBKQ,PATCH,72,103
1570625027633,LTFGQMSZHE05,PATCH,47,191
1570625026237,LTFGQMQ146G0,PATCH,75,117
1570625027823,LT4ANE7W7TUS4,PATCH,61,143
1570625027093,LT4ANEB3L2OSU,PATCH,47,74
1570625028523,LT4ANEAGKQM1U,PATCH,71,281
1570624961552,LTFGQN3IBV2P,CREATE,1935,106557
1570624961552,LTFGQMXH8268,PATCH,1932,106300
1570624961804,LTFGQMLLJTYO,PATCH,407,107407
1570624990926,LTFGQKOWMZJI,PATCH,163,199
1570625038729,LT4ANEEOT8A5K,PATCH,72,187
1570624967614,LTFGQN3I96C5,UPDATE,572,87437
1570624967750,LTFGQN3W4EJ4,CREATE,2627,89589
1570624967597,LTFGQMXL1MC8,PATCH,1007,88590
1570624977640,LTFGQN2N21AU,PATCH,897,53599
1570624977532,LTFGQN192N6R,PATCH,802,54338
1570624977690,LTFGQLG7C0YE,UPDATE,938,53316
1570624989375,LTFGQN17V0XH,PATCH,85,106
1570625036789,LTFGQMRCDS85,PATCH,120,333
1570624990538,LTFGQMR9JDQO,PATCH,58,101
1570625036872,LTFGQN1407ZJ,UPDATE,77,133
1570624965593,LT4ANEBT0N1SK,PATCH,444,84969
1570624965520,LT4ANECAMIBK0,PATCH,377,85451
1570624965565,LTFGQN0P676X,PATCH,672,94006
1570624965942,LT4ANEF20A9ES,CREATE,954,93312
1570624966020,LT4ANEF22RSZU,CREATE,1010,92975
1570624975932,LTFGQMF1LXW7,PATCH,1146,57507
1570624976420,LTFGQN2FLASX,PATCH,890,58833
1570624975934,LTFGQN0NI8EE,PATCH,1135,57182
1570624976531,LTFGQMO6LBOP,PATCH,1709,56872
1570624976563,LTFGQN2CT6YT,PATCH,1730,56507
1570624976489,LTFGQN0OT0Z6,PATCH,1687,57724
1570624976566,LTFGQLXT7CTG,UPDATE,1731,56379
1570624982805,LT4ANEBEVF4O2,PATCH,490,36322
1570624982919,LT4ANDBF4XICQ,UPDATE,575,36054
1570624982902,LTFGQN4M3RAR,UPDATE,560,36043
1570624982961,LTFGQN511B4K,CREATE,614,36079
1570624982991,LT4ANEF614LI4,UPDATE,643,36078
1570624983314,LTFGQMW8TUKZ,UPDATE,866,34342
1570624983461,LTFGQN5041RT,PATCH,751,38010
1570624983671,LTFGQMTL1WPU,PATCH,550,33856
1570624958346,LT4ANEBV1Y2DO,PATCH,1995,117337
1570624983567,LTFGQMR0OBM0,UPDATE,708,34750
1570624983327,LTFGQM96HD0S,PATCH,877,34215
1570624958287,LTFGQN3973U4,CREATE,1938,118630
1570624959069,LTFGQMUC9DLD,PATCH,1615,118971
1570624984083,LT4ANEAMRLSZ4,PATCH,161,19605
1570624984227,LT4ANEC69KIVG,PATCH,453,29120
1570624984579,LTFGQMASBD70,PATCH,720,25413
1570624984657,LTFGQN1SKVBB,PATCH,790,24880
1570624984917,LT16YI0AOVJUF4,CREATE,1014,22315
1570624985154,LT4ANEC69KIVG,PATCH,927,29556
1570624984882,LTFGQMVD5LKF,PATCH,978,22050
1570625036789,LTFGQMVH3JSM,PATCH,118,314
1570624989976,LTFGQM77Y56I,PATCH,125,151
1570625036939,LTFGQMW3QPPE,UPDATE,138,166
1570625036916,LT16YHZUURE88W,UPDATE,118,149
1570624965412,LTFGQMO5IPAG,PATCH,275,85789
1570624965584,LTFGQAN25090,UPDATE,440,85346
1570624965777,LTFGQMX4G7ZA,PATCH,825,93533
1570625040300,LTFGQMT76229,PATCH,44,62
1570625041164,LTFGQN6F0NT4,UPDATE,90,201
1570624978635,LT4ANEAIGYZO2,PATCH,1852,51460
1570624978618,LTFGQM81UXOM,UPDATE,1838,51490
1570624978384,LTFGQLILHWIY,UPDATE,694,51080
1570624978546,LT4ANEE2157WW,PATCH,1776,52336
1570624969343,LTFGQMUC9DLD,PATCH,834,82527
1570624969073,LTFGQN3USUFI,UPDATE,650,84646
1570624968798,LT4ANEB0NLHQ6,PATCH,188,75549
1570625038282,LT4ANEFTCTYOQ,CREATE,97,286
1570624990856,LT4ANEAQENTU2,PATCH,98,181
1570624967642,LTFGQMI8WYPJ,UPDATE,560,89844
1570624992394,LT16YI0C1WVL5S,CREATE,66,141
1570624968249,LTFGQMQNY7IO,PATCH,1739,88504
1570624978837,LTFGQMK7W17I,UPDATE,2041,50906
1570624986283,LT4ANDZXE35TQ,PATCH,804,16283
1570624979807,LTFGQMORXJTG,PATCH,548,49983
1570624952960,LTFGQMWRY8FS,PATCH,116,135502
1570624986566,LT4ANEDSUMF4M,UPDATE,829,12577
1570624986516,LTFGQMKTO9HV,PATCH,798,18837
1570624986683,LT4ANDZXE35TQ,PATCH,400,13177
1570624986425,LTFGQN2S4YXM,PATCH,914,14842
1570624987258,LTFGQMXU65FU,PATCH,449,9939
1570624986976,LTFGQN3CIGHJ,PATCH,75,3905
1570625030089,LTFGQM6SDJLJ,PATCH,50,152
1570624954289,LT4ANEC3VU93C,PATCH,1123,131977
1570624987053,LTFGQMV8T63Q,PATCH,258,10955
1570624987230,LT4ANED0K203C,PATCH,423,10337
1570624954811,LTFGQMS4MNOC,PATCH,1275,122893
1570624954991,LT16YI04QBPAGW,CREATE,1401,122119
1570624955002,LTFGQMWMRXIV,PATCH,1749,130581
1570624987776,LTFGQN3HXY9R,PATCH,883,5729
1570624955820,LTFGQM7BD4RR,PATCH,158,126946
1570624954981,LTFGQCZOD5E2,PATCH,1775,131229
1570624987464,LT4ANEEVX0GAU,PATCH,614,7993
1570624955324,LT4ANE9IWA7II,PATCH,1991,130019
1570624955408,LT4ANECPR7ZM6,PATCH,1879,125557
1570624987651,LTFGQN5KWQTM,CREATE,779,7384
1570624955327,LTFGQMHS2QHV,PATCH,1976,129798
1570624955354,LTFGQCTZ1AGJ,PATCH,2024,130114
1570624955560,LTFGQMWRY8FS,PATCH,524,131848
1570624955236,LT4ANEDX3NN6O,PATCH,1724,126469
1570624955372,LTFGQN02OMR7,UPDATE,1979,128815
1570624987681,LTFGQN3VTM0T,PATCH,808,7138
1570624957215,LTFGQN3BKKHP,CREATE,818,113571
1570624957215,LTFGQMUSKY77,PATCH,840,113967
1570624957215,LTFGQMRREI93,UPDATE,819,113952
1570625011902,LTFGQN29WY1B,PATCH,85,201
1570624957217,LT4ANEBJVP58A,PATCH,1033,121089
1570625013188,LT4ANDFE1UNJC,PATCH,66,95
1570625072814,LTFGQMEX4IAO,PATCH,79,123
1570624976690,LTFGQMSXKQMV,PATCH,83,56074
1570625074148,LTFGQMQU73OK,PATCH,48,159
1570625013842,LT16YI0AAC7T28,PATCH,83,234
1570624985296,LT4ANEDV3X4II,PATCH,478,21866
1570624967082,LTFGQMI8WYPJ,UPDATE,2005,91142
1570625023757,LTFGQMWSQCA4,PATCH,52,255
1570624990869,LTFGQN5CAQ68,UPDATE,101,140
1570625038260,LTFGQN653LGA,PATCH,77,303
1570625038522,LTFGQM753NK0,PATCH,94,256
1570624991242,LTFGQN3XE9X2,PATCH,65,114
1570624960129,LTFGQN2F71HC,UPDATE,562,114418
1570625024324,LTFGQMBM3JM3,PATCH,77,184
1570624960217,LTFGQMKXC1OJ,PATCH,140,109261
1570624960187,LTFGQML8MYZS,PATCH,443,101439
1570624985697,LTFGQMQNWRJD,PATCH,286,20127
1570624960078,LT16YHYT0J9XKW,PATCH,516,114746
1570625024858,LT4ANEBV1Y2DO,PATCH,57,91
1570624985724,LTFGQMT43PPE,UPDATE,209,13985
1570625024638,LTFGQN5EGH0Q,PATCH,67,225
1570624960288,LTFGQN3G75ET,CREATE,699,108874
1570624991472,LTFGQN2G6JI7,PATCH,55,163
1570625042299,LTFGQLZJ7DKP,PATCH,92,191
1570625039048,LT4ANEDOO2PV2,PATCH,76,105
1570624995152,LTFGQMT2UEF2,UPDATE,80,144
1570624977147,LTFGQMCXWC56,PATCH,346,49105
1570624976971,LTFGQN4H7HHD,UPDATE,260,55156
1570624977015,LTFGQN4M3RAR,CREATE,306,55212
1570624977254,LTFGQMLSK9IX,UPDATE,535,55239
1570624977307,LTFGQMF1LXW7,PATCH,462,47904
1570624977602,LTFGQN2SPLNR,PATCH,863,53739
1570624962845,LTFGQM91CWYQ,PATCH,803,99442
1570624962755,LTFGQN3LV38W,CREATE,746,101826
1570624962983,LTFGQHKLLBT0,PATCH,927,97775
1570624963545,LTFGQN3N5BW7,UPDATE,712,95832
1570625031279,LTFGQN5SQQJL,PATCH,105,144
1570625030950,LTFGQN50677R,PATCH,105,153
1570624963545,LTFGQMU3A9IP,PATCH,841,100495
1570625031654,LTFGQN55QJG8,PATCH,58,205
1570624988450,LTFGQN2GQ789,PATCH,350,1588
1570625034110,LTFGQM9CFXN7,PATCH,73,142
1570624963756,LT16YHYSH93ZJ4,PATCH,907,98232
1570624988474,LTFGQN3BKKHP,PATCH,370,1225
1570625033230,LTFGQN1UUW73,PATCH,60,180
1570625034480,LT4ANEBV1Y2DO,PATCH,57,141
1570624988876,LTFGQN30W1BA,PATCH,66,150
1570624988912,LTFGQN15L6ZR,PATCH,100,157
1570625035117,LTFGQN6C8Z4S,UPDATE,84,180
1570624964726,LTFGQMQ7WTCR,PATCH,2583,96220
1570624988572,LTFGQN3J12YI,PATCH,462,879
1570625035025,LTFGQMW8TUKZ,UPDATE,139,176
1570624964760,LTFGQMMR0BJK,PATCH,2592,96004
1570624964731,LTFGQN0A6VM2,PATCH,2585,96175
1570624989280,LTFGQMTL1WPU,PATCH,63,120
1570624964868,LT4ANED71PQUM,PATCH,70,95090
1570624979906,LTFGQMUSKY77,PATCH,346,44118
1570624979966,LTFGQN4SE9KI,CREATE,551,47597
1570624979928,LT4ANEC69KIVG,PATCH,572,48758
1570624980716,LTFGQMTL1WPU,PATCH,535,46145
1570624980041,LTFGQN4SLUOH,CREATE,594,47316
1570624980642,LT4ANEEO4YHGA,PATCH,786,50631
1570624980646,LTFGQN20KJ0W,PATCH,740,47921
1570624980704,LTFGQMJXPJL7,PATCH,536,46375
1570625041143,LTFGQMNIJ2YI,UPDATE,72,283
1570624969337,LTFGQMX4DCRL,PATCH,830,82546
1570624957486,LTFGQEUUCE22,PATCH,1194,118748
1570624957500,LT4ANEEWZF3GC,CREATE,1130,115249
1570624957665,LTFGQMRDA9N3,PATCH,467,120694
1570624957681,LT4ANEBISNEO6,PATCH,561,122947
1570624993965,LTFGQMYBBL2Q,PATCH,99,160
1570624969178,LT4ANEAR9P2EG,PATCH,713,82838
1570624957940,LTFGQMOOU4H9,PATCH,657,118981
1570624958025,LTFGQMSERL13,PATCH,732,116043
1570624958456,LT4ANEEX2Y0LA,CREATE,2083,115613
1570624958455,LT4ANEEWX76WS,CREATE,2086,116579
1570624983131,LTFGQMSI0KCQ,UPDATE,752,36107
1570624958818,LTFGQMSL4F60,PATCH,1070,117110
1570624958201,LTFGQN32K7P3,UPDATE,1859,118842
1570624983228,LTFGQN1J4E7D,PATCH,817,34625
1570624983683,LTFGQN4ZMU6M,UPDATE,200,34750
1570624984096,LTFGQN5B95TK,CREATE,177,20047
1570624984226,LTFGQN55WWG8,CREATE,453,29150
1570624984279,LT4ANEFFU4AO6,CREATE,490,28030
1570624978126,LT16YHY9K1PHI8,PATCH,1369,52576
1570625014043,LTFGQMR5O7NF,PATCH,47,202
1570625014064,LTFGQN4FHC7F,PATCH,67,147
1570625014139,LTFGQN0DCWVO,PATCH,68,127
1570625014402,LTFGQMV37YQL,PATCH,52,135
1570625015273,LTFGQN4D7NGS,PATCH,86,188
1570624978763,LTFGQMR9JDQO,PATCH,1976,51167
1570624993153,LTFGQN3XE9X2,PATCH,80,122
1570625040457,LT4ANEDUZ64OG,PATCH,47,142
1570625041192,LTFGQN6L089N,CREATE,119,242
1570624968875,LTFGQMWUPEFJ,PATCH,467,86665
1570624968748,LTFGQMUSKY77,PATCH,355,87345
1570624968985,LT4ANE47030IK,PATCH,571,86551
1570624969303,LTFGQMASBD70,PATCH,833,82699
1570625025234,LTFGQMTL1WPU,PATCH,61,176
1570624985766,LTFGQN5CAQ68,CREATE,343,19970
1570624985762,LTFGQMW8TUKZ,UPDATE,342,19989
1570625025438,LT4ANEFM7W3SG,PATCH,84,201
1570625026518,LTFGQN5FADXF,PATCH,85,130
1570625026325,LTFGQN2W9J2R,PATCH,46,167
1570624961228,LT4ANEC5W0C0S,PATCH,1090,115065
1570625027288,LT4ANEEKAEOYI,PATCH,82,167
1570624961230,LTFGQM7SJUV7,PATCH,1011,108610
1570624961031,LTFGQMR84HIH,PATCH,891,115397
1570624961829,LTFGQMWRY8FS,PATCH,217,103985
1570624986048,LTFGQLGWA33K,PATCH,597,17427
1570624961775,LTFGQMR84HIH,PATCH,744,113957
1570624979887,LT4ANED0K203C,PATCH,329,44412
1570624979850,LTFGQN4QWTGT,CREATE,589,49972
1570624979887,LTFGQN0H14ZR,PATCH,310,43695
1570624979887,LTFGQN4UQ6O4,CREATE,309,43591
1570624979854,LTFGQMTBU7GL,PATCH,308,44886
1570624979856,LTFGQN2F0HAD,PATCH,576,49923
1570624970174,LTFGQMYCB4YD,UPDATE,895,81767
1570624970290,LT4ANEED560XC,PATCH,1749,80380
1570625045577,LT4ANE1GCTG5U,UPDATE,75,161
1570624970275,LTFGQMVFIQ6X,PATCH,777,81841
1570624970494,LTFGQN44V3AG,CREATE,1908,77647
1570625047659,LTFGQN6NAE82,PATCH,115,232
1570625047732,LTFGQN3QEHXL,PATCH,70,140
1570625049908,LTFGQN3QEHXL,PATCH,124,235
1570624970974,LT4ANEAR9P2EG,PATCH,114,81940
1570625049563,LT4ANEA9JY6DA,PATCH,81,97
1570625052795,LTFGQN6LN85U,PATCH,61,85
1570625052826,LTFGQMFUS47F,PATCH,93,181
1570625052966,LTFGQN6F0NT4,UPDATE,134,171
1570625053042,LT4ANEFVT437S,CREATE,41,218
1570624990051,LT4ANEDL55LR2,PATCH,69,138
1570624965370,LTFGQN3S8Q70,CREATE,471,93725
1570624965694,LTFGQN3XPD21,CREATE,542,84803
1570624965888,LTFGQMXL1MC8,PATCH,893,93156
1570624966040,LTFGQN3R1I6W,UPDATE,1009,92068
